URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,HasObfuscation,NoOfSlashInURL,ContainsSuspiciousKeyword,Entropy,CharContinuationRate
65.0,17.0,0.0,3.0,1.0,52.0,0.8,1.0,0.0154,0.0,0.0,0.0,2.0,0.0308,0.0,0.0,7.0,0.0,4.3509,0.2154
60.0,21.0,0.0,3.0,2.0,45.0,0.75,3.0,0.05,0.0,0.0,0.0,3.0,0.05,0.0,0.0,5.0,0.0,4.6903,0.1333
37.0,28.0,0.0,4.0,1.0,31.0,0.8378,0.0,0.0,0.0,0.0,0.0,1.0,0.027,1.0,0.0,3.0,1.0,4.0237,0.4324
52.0,21.0,0.0,3.0,0.0,42.0,0.8077,4.0,0.0769,0.0,0.0,0.0,2.0,0.0385,0.0,0.0,3.0,0.0,4.4172,0.3462
16.0,16.0,0.0,3.0,0.0,15.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4528,0.75
48.0,25.0,0.0,3.0,1.0,39.0,0.8125,0.0,0.0,0.0,0.0,0.0,2.0,0.0417,0.0,0.0,5.0,0.0,4.2126,0.1875
34.0,22.0,0.0,3.0,0.0,28.0,0.8235,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,4.0,1.0,4.0431,0.5294
28.0,20.0,0.0,2.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.9408,0.4643
26.0,18.0,0.0,2.0,3.0,19.0,0.7308,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.9791,0.1923
34.0,17.0,0.0,3.0,1.0,27.0,0.7941,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,0.0,0.0,4.0,0.0,3.9032,0.2647
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.6887,0.3333
33.0,25.0,0.0,3.0,1.0,26.0,0.7879,0.0,0.0,0.0,0.0,0.0,2.0,0.0606,0.0,0.0,3.0,0.0,4.0667,0.303
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,4.1064,0.4074
29.0,21.0,0.0,2.0,2.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.9523,0.3448
21.0,14.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,0.0,0.0,2.0,0.0,3.7849,0.2857
71.0,11.0,0.0,3.0,0.0,60.0,0.8451,4.0,0.0563,0.0,0.0,0.0,2.0,0.0282,1.0,0.0,4.0,0.0,4.5301,0.1972
130.0,15.0,0.0,3.0,1.0,102.0,0.7846,6.0,0.0462,0.0,0.0,0.0,14.0,0.1077,0.0,0.0,6.0,0.0,4.5299,0.0692
68.0,9.0,0.0,2.0,0.0,46.0,0.6765,8.0,0.1176,0.0,0.0,0.0,5.0,0.0735,1.0,0.0,8.0,0.0,4.3978,0.1029
25.0,17.0,0.0,2.0,2.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.9133,0.24
23.0,15.0,0.0,2.0,1.0,17.0,0.7391,0.0,0.0,0.0,0.0,0.0,2.0,0.087,1.0,0.0,2.0,0.0,3.9362,0.2174
23.0,16.0,0.0,3.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.5884,0.3478
61.0,10.0,0.0,4.0,0.0,45.0,0.7377,0.0,0.0,1.0,1.0,0.0,4.0,0.0656,0.0,0.0,3.0,0.0,4.4544,0.1311
293.0,24.0,0.0,2.0,2.0,187.0,0.6382,54.0,0.1843,4.0,1.0,9.0,11.0,0.0375,1.0,0.0,11.0,0.0,5.0327,0.0512
32.0,20.0,0.0,3.0,0.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,0.0,0.0,4.0,0.0,3.8636,0.5
22.0,14.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.6412,0.2727
26.0,18.0,0.0,3.0,1.0,20.0,0.7692,0.0,0.0,0.0,0.0,0.0,2.0,0.0769,1.0,0.0,2.0,0.0,3.7962,0.2308
52.0,13.0,0.0,2.0,1.0,41.0,0.7885,0.0,0.0,0.0,0.0,0.0,2.0,0.0385,0.0,0.0,4.0,0.0,4.2602,0.1154
41.0,32.0,0.0,3.0,1.0,31.0,0.7561,1.0,0.0244,0.0,0.0,0.0,4.0,0.0976,1.0,0.0,3.0,0.0,4.1411,0.2195
54.0,8.0,0.0,3.0,0.0,38.0,0.7037,6.0,0.1111,0.0,0.0,0.0,2.0,0.037,0.0,0.0,6.0,1.0,4.3959,0.2963
51.0,16.0,0.0,3.0,1.0,43.0,0.8431,0.0,0.0,0.0,0.0,0.0,2.0,0.0392,1.0,0.0,4.0,0.0,4.0799,0.2157
26.0,17.0,0.0,2.0,1.0,19.0,0.7308,1.0,0.0385,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,3.0,0.0,3.8441,0.2692
40.0,14.0,0.0,3.0,0.0,32.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.05,0.0,0.0,5.0,0.0,3.8848,0.25
27.0,19.0,0.0,3.0,1.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.037,0.0,0.0,3.0,0.0,3.9303,0.3333
46.0,14.0,0.0,3.0,0.0,37.0,0.8043,0.0,0.0,0.0,0.0,0.0,1.0,0.0217,0.0,0.0,5.0,0.0,4.0486,0.2174
34.0,26.0,0.0,3.0,2.0,28.0,0.8235,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,1.0,0.0,2.0,0.0,3.9987,0.4412
79.0,24.0,0.0,3.0,1.0,60.0,0.7595,4.0,0.0506,0.0,0.0,0.0,8.0,0.1013,0.0,0.0,5.0,0.0,4.3158,0.1013
36.0,21.0,0.0,3.0,1.0,22.0,0.6111,8.0,0.2222,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,3.0,0.0,4.3292,0.2222
26.0,18.0,0.0,2.0,2.0,20.0,0.7692,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,4.027,0.3077
77.0,19.0,0.0,3.0,1.0,56.0,0.7273,8.0,0.1039,0.0,0.0,0.0,5.0,0.0649,0.0,0.0,5.0,0.0,4.4972,0.1169
35.0,19.0,0.0,3.0,0.0,29.0,0.8286,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,4.0,0.0,3.783,0.4286
22.0,14.0,0.0,2.0,2.0,16.0,0.7273,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.6635,0.2273
67.0,23.0,0.0,3.0,1.0,46.0,0.6866,10.0,0.1493,0.0,0.0,0.0,3.0,0.0448,0.0,0.0,5.0,0.0,4.6541,0.1343
20.0,12.0,0.0,3.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,2.0,0.0,3.3842,0.25
47.0,16.0,0.0,3.0,1.0,36.0,0.766,0.0,0.0,0.0,0.0,0.0,5.0,0.1064,1.0,0.0,4.0,0.0,4.3818,0.1915
72.0,12.0,0.0,3.0,0.0,56.0,0.7778,4.0,0.0556,0.0,0.0,0.0,2.0,0.0278,0.0,0.0,8.0,0.0,4.4908,0.1389
25.0,18.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,2.0,0.0,3.9435,0.4
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,4.0603,0.4074
128.0,21.0,0.0,3.0,1.0,97.0,0.7578,12.0,0.0938,0.0,0.0,0.0,8.0,0.0625,0.0,1.0,8.0,0.0,5.2028,0.0859
40.0,27.0,0.0,3.0,1.0,32.0,0.8,1.0,0.025,0.0,0.0,0.0,2.0,0.05,1.0,0.0,3.0,0.0,4.174,0.35
53.0,44.0,0.0,2.0,2.0,46.0,0.8679,0.0,0.0,0.0,0.0,0.0,1.0,0.0189,1.0,0.0,3.0,0.0,4.1631,0.3962
35.0,27.0,0.0,2.0,2.0,27.0,0.7714,0.0,0.0,0.0,0.0,0.0,2.0,0.0571,0.0,0.0,3.0,0.0,4.05,0.2
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.0061,0.5152
49.0,35.0,0.0,3.0,1.0,41.0,0.8367,1.0,0.0204,0.0,0.0,0.0,1.0,0.0204,0.0,0.0,4.0,0.0,4.2878,0.4898
26.0,19.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,0.0,0.0,2.0,0.0,3.8731,0.4231
36.0,15.0,0.0,3.0,0.0,26.0,0.7222,3.0,0.0833,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,5.0,0.0,4.1598,0.3056
32.0,15.0,0.0,3.0,0.0,25.0,0.7812,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,0.0,0.0,5.0,0.0,3.9261,0.3438
66.0,17.0,0.0,2.0,2.0,54.0,0.8182,0.0,0.0,0.0,0.0,0.0,3.0,0.0455,1.0,0.0,5.0,0.0,4.4709,0.1515
37.0,28.0,0.0,3.0,1.0,28.0,0.7568,3.0,0.0811,0.0,0.0,0.0,1.0,0.027,1.0,0.0,3.0,0.0,4.3038,0.4595
61.0,21.0,0.0,3.0,0.0,52.0,0.8525,0.0,0.0,0.0,0.0,0.0,1.0,0.0164,0.0,0.0,7.0,0.0,4.1276,0.2787
29.0,22.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,0.0,0.0,2.0,0.0,4.1423,0.4828
57.0,16.0,0.0,3.0,1.0,46.0,0.807,0.0,0.0,0.0,0.0,0.0,5.0,0.0877,0.0,0.0,3.0,0.0,4.0522,0.1754
70.0,18.0,0.0,3.0,0.0,58.0,0.8286,2.0,0.0286,1.0,1.0,0.0,4.0,0.0571,1.0,0.0,3.0,1.0,4.7399,0.2
23.0,15.0,0.0,3.0,1.0,17.0,0.7391,1.0,0.0435,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.7623,0.2174
61.0,14.0,0.0,3.0,0.0,40.0,0.6557,8.0,0.1311,0.0,0.0,0.0,5.0,0.082,0.0,0.0,7.0,0.0,4.4567,0.1639
29.0,22.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,0.0,0.0,2.0,0.0,3.9094,0.4828
66.0,14.0,0.0,3.0,0.0,57.0,0.8636,0.0,0.0,1.0,1.0,0.0,1.0,0.0152,0.0,0.0,3.0,1.0,4.2572,0.3182
74.0,19.0,0.0,3.0,1.0,61.0,0.8243,1.0,0.0135,0.0,0.0,0.0,5.0,0.0676,0.0,0.0,4.0,0.0,4.284,0.1486
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.1313,0.4839
48.0,16.0,0.0,3.0,1.0,38.0,0.7917,0.0,0.0,0.0,0.0,0.0,4.0,0.0833,1.0,0.0,4.0,0.0,4.2249,0.1875
79.0,32.0,0.0,3.0,2.0,59.0,0.7468,6.0,0.0759,0.0,0.0,0.0,5.0,0.0633,1.0,0.0,5.0,0.0,4.5941,0.1519
120.0,17.0,0.0,3.0,1.0,101.0,0.8417,0.0,0.0,0.0,0.0,0.0,10.0,0.0833,0.0,0.0,6.0,1.0,4.3773,0.075
55.0,47.0,0.0,2.0,2.0,26.0,0.4727,19.0,0.3455,0.0,0.0,0.0,5.0,0.0909,1.0,0.0,2.0,0.0,4.561,0.0909
85.0,15.0,0.0,2.0,1.0,71.0,0.8353,0.0,0.0,0.0,0.0,0.0,7.0,0.0824,0.0,0.0,4.0,0.0,4.3562,0.1176
47.0,16.0,0.0,3.0,1.0,39.0,0.8298,0.0,0.0,0.0,0.0,0.0,2.0,0.0426,1.0,0.0,4.0,0.0,4.2116,0.1702
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,4.0668,0.4839
167.0,15.0,0.0,3.0,1.0,133.0,0.7964,14.0,0.0838,3.0,1.0,2.0,5.0,0.0299,1.0,0.0,7.0,0.0,5.0693,0.1257
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.0896,0.5152
65.0,14.0,0.0,3.0,0.0,54.0,0.8308,0.0,0.0,0.0,0.0,0.0,1.0,0.0154,0.0,0.0,9.0,0.0,4.3047,0.1846
56.0,47.0,0.0,2.0,2.0,24.0,0.4286,21.0,0.375,0.0,0.0,0.0,5.0,0.0893,1.0,0.0,3.0,0.0,4.5192,0.0893
38.0,29.0,0.0,3.0,1.0,32.0,0.8421,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,1.0,0.0,3.0,0.0,4.1486,0.3158
47.0,18.0,0.0,3.0,1.0,39.0,0.8298,0.0,0.0,0.0,0.0,0.0,2.0,0.0426,0.0,0.0,4.0,0.0,4.0861,0.2128
35.0,27.0,0.0,2.0,2.0,29.0,0.8286,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,4.1072,0.4857
34.0,13.0,0.0,3.0,1.0,27.0,0.7941,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,1.0,0.0,4.0,0.0,4.1607,0.2059
82.0,74.0,0.0,4.0,2.0,69.0,0.8415,6.0,0.0732,0.0,0.0,0.0,1.0,0.0122,0.0,0.0,3.0,0.0,4.8452,0.3415
87.0,25.0,0.0,2.0,1.0,73.0,0.8391,0.0,0.0,1.0,1.0,0.0,3.0,0.0345,0.0,0.0,5.0,0.0,4.449,0.1149
87.0,40.0,0.0,3.0,1.0,58.0,0.6667,20.0,0.2299,0.0,0.0,0.0,2.0,0.023,0.0,0.0,5.0,1.0,4.8634,0.3678
37.0,28.0,0.0,3.0,1.0,24.0,0.6486,6.0,0.1622,0.0,0.0,0.0,2.0,0.0541,1.0,0.0,3.0,0.0,4.2293,0.2703
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.0438,0.5152
47.0,39.0,0.0,2.0,2.0,38.0,0.8085,3.0,0.0638,0.0,0.0,0.0,1.0,0.0213,1.0,0.0,2.0,0.0,4.4027,0.4255
54.0,36.0,0.0,3.0,3.0,43.0,0.7963,0.0,0.0,0.0,0.0,0.0,3.0,0.0556,1.0,0.0,4.0,1.0,4.1719,0.1481
23.0,16.0,0.0,3.0,2.0,16.0,0.6957,1.0,0.0435,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.8492,0.2174
37.0,15.0,0.0,2.0,0.0,29.0,0.7838,0.0,0.0,0.0,0.0,0.0,2.0,0.0541,0.0,0.0,4.0,1.0,3.8615,0.2162
48.0,13.0,0.0,2.0,1.0,38.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0208,0.0,0.0,6.0,1.0,4.0719,0.1458
78.0,14.0,0.0,2.0,1.0,64.0,0.8205,0.0,0.0,1.0,1.0,0.0,2.0,0.0256,0.0,0.0,6.0,0.0,4.4717,0.1667
31.0,23.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,2.0,0.0,3.5145,0.4839
91.0,13.0,0.0,3.0,1.0,63.0,0.6923,15.0,0.1648,0.0,0.0,0.0,7.0,0.0769,1.0,0.0,4.0,0.0,4.7623,0.1429
61.0,52.0,0.0,3.0,1.0,55.0,0.9016,0.0,0.0,0.0,0.0,0.0,1.0,0.0164,1.0,0.0,3.0,1.0,4.3116,0.6721
74.0,31.0,0.0,3.0,1.0,61.0,0.8243,0.0,0.0,0.0,0.0,0.0,3.0,0.0405,0.0,0.0,7.0,1.0,4.2272,0.3108
245.0,19.0,0.0,3.0,0.0,182.0,0.7429,27.0,0.1102,6.0,1.0,5.0,15.0,0.0612,0.0,0.0,7.0,1.0,4.8773,0.0694
47.0,19.0,0.0,3.0,1.0,36.0,0.766,2.0,0.0426,0.0,0.0,0.0,3.0,0.0638,0.0,1.0,4.0,0.0,4.453,0.234
51.0,43.0,0.0,4.0,2.0,29.0,0.5686,12.0,0.2353,0.0,0.0,0.0,4.0,0.0784,0.0,0.0,3.0,0.0,4.6649,0.3137
68.0,26.0,0.0,3.0,1.0,56.0,0.8235,0.0,0.0,0.0,0.0,0.0,5.0,0.0735,0.0,0.0,5.0,0.0,4.1839,0.2647
28.0,10.0,0.0,4.0,0.0,22.0,0.7857,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,4.0,0.0,4.1375,0.2857
33.0,20.0,0.0,4.0,0.0,27.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,0.0,0.0,4.0,0.0,3.7984,0.4545
47.0,16.0,0.0,3.0,1.0,37.0,0.7872,0.0,0.0,0.0,0.0,0.0,4.0,0.0851,1.0,0.0,4.0,0.0,4.3476,0.1915
33.0,16.0,0.0,3.0,1.0,25.0,0.7576,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,0.0,0.0,5.0,0.0,3.7984,0.2424
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.708,0.4074
79.0,18.0,0.0,3.0,1.0,55.0,0.6962,8.0,0.1013,1.0,0.0,0.0,4.0,0.0506,1.0,0.0,7.0,0.0,4.7397,0.1139
29.0,21.0,0.0,3.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,2.0,0.069,1.0,0.0,2.0,0.0,3.9523,0.3103
44.0,25.0,0.0,2.0,2.0,36.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0227,0.0,0.0,4.0,0.0,4.2544,0.3182
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,4.2804,0.4286
54.0,18.0,0.0,3.0,1.0,42.0,0.7778,2.0,0.037,0.0,0.0,0.0,2.0,0.037,0.0,0.0,5.0,0.0,4.2032,0.1852
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.6887,0.3333
47.0,16.0,0.0,3.0,1.0,39.0,0.8298,0.0,0.0,0.0,0.0,0.0,2.0,0.0426,1.0,0.0,4.0,0.0,4.1286,0.1915
68.0,15.0,0.0,2.0,1.0,47.0,0.6912,8.0,0.1176,0.0,0.0,0.0,4.0,0.0588,1.0,0.0,7.0,0.0,4.4213,0.1618
76.0,16.0,0.0,2.0,2.0,57.0,0.75,6.0,0.0789,0.0,0.0,0.0,5.0,0.0658,1.0,0.0,5.0,0.0,4.8941,0.0921
38.0,11.0,0.0,3.0,1.0,30.0,0.7895,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,1.0,0.0,5.0,0.0,4.1658,0.1842
23.0,15.0,0.0,3.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.7081,0.3043
47.0,13.0,0.0,3.0,1.0,36.0,0.766,2.0,0.0426,0.0,0.0,0.0,2.0,0.0426,1.0,1.0,5.0,0.0,4.2994,0.2128
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.1273,0.5152
40.0,14.0,0.0,3.0,0.0,34.0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,4.0,0.0,3.9842,0.25
116.0,17.0,0.0,3.0,0.0,88.0,0.7586,6.0,0.0517,1.0,1.0,0.0,6.0,0.0517,0.0,0.0,7.0,1.0,4.5078,0.1121
72.0,25.0,0.0,3.0,0.0,62.0,0.8611,0.0,0.0,0.0,0.0,0.0,1.0,0.0139,0.0,0.0,7.0,0.0,4.0587,0.3056
26.0,18.0,0.0,2.0,3.0,19.0,0.7308,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.8253,0.1923
167.0,15.0,0.0,3.0,1.0,128.0,0.7665,20.0,0.1198,3.0,1.0,2.0,4.0,0.024,1.0,0.0,7.0,0.0,5.0623,0.0778
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.7323,0.4074
38.0,17.0,0.0,2.0,1.0,30.0,0.7895,0.0,0.0,0.0,0.0,0.0,3.0,0.0789,0.0,0.0,3.0,0.0,4.0831,0.2632
27.0,18.0,0.0,3.0,1.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,3.0,0.0,3.838,0.3704
27.0,19.0,0.0,2.0,2.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.9303,0.3333
68.0,22.0,0.0,3.0,0.0,57.0,0.8382,0.0,0.0,0.0,0.0,0.0,2.0,0.0294,0.0,0.0,8.0,1.0,4.3168,0.1912
83.0,30.0,0.0,3.0,1.0,72.0,0.8675,0.0,0.0,0.0,0.0,0.0,6.0,0.0723,0.0,0.0,3.0,0.0,4.3919,0.2048
77.0,12.0,0.0,2.0,1.0,63.0,0.8182,0.0,0.0,0.0,0.0,0.0,4.0,0.0519,0.0,0.0,7.0,0.0,4.3563,0.1039
34.0,26.0,0.0,3.0,1.0,28.0,0.8235,0.0,0.0,0.0,0.0,0.0,2.0,0.0588,1.0,0.0,2.0,1.0,3.797,0.2941
47.0,17.0,0.0,3.0,0.0,39.0,0.8298,0.0,0.0,0.0,0.0,0.0,3.0,0.0638,0.0,0.0,4.0,0.0,4.1126,0.2766
77.0,19.0,0.0,3.0,0.0,65.0,0.8442,0.0,0.0,0.0,0.0,0.0,2.0,0.026,0.0,0.0,9.0,0.0,3.9969,0.1948
23.0,15.0,0.0,3.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.7294,0.3043
86.0,18.0,0.0,3.0,1.0,60.0,0.6977,12.0,0.1395,0.0,0.0,0.0,4.0,0.0465,0.0,1.0,7.0,0.0,4.7307,0.1279
31.0,23.0,0.0,3.0,1.0,23.0,0.7419,0.0,0.0,0.0,0.0,0.0,3.0,0.0968,0.0,0.0,3.0,0.0,3.9536,0.1935
28.0,21.0,0.0,4.0,2.0,22.0,0.7857,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,2.0,0.0,3.8963,0.2143
24.0,17.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,0.0,0.0,2.0,0.0,3.9387,0.375
46.0,12.0,0.0,3.0,0.0,34.0,0.7391,2.0,0.0435,0.0,0.0,0.0,3.0,0.0652,0.0,0.0,6.0,0.0,4.2676,0.1739
36.0,20.0,0.0,3.0,1.0,28.0,0.7778,1.0,0.0278,0.0,0.0,0.0,1.0,0.0278,1.0,0.0,4.0,0.0,4.128,0.1944
34.0,25.0,0.0,3.0,1.0,21.0,0.6176,6.0,0.1765,0.0,0.0,0.0,2.0,0.0588,1.0,0.0,3.0,0.0,4.4326,0.2941
41.0,32.0,0.0,3.0,1.0,35.0,0.8537,0.0,0.0,0.0,0.0,0.0,1.0,0.0244,1.0,0.0,3.0,0.0,4.0883,0.3902
64.0,12.0,0.0,2.0,1.0,49.0,0.7656,3.0,0.0469,0.0,0.0,0.0,3.0,0.0469,0.0,0.0,6.0,0.0,4.4736,0.125
35.0,26.0,0.0,3.0,1.0,29.0,0.8286,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,3.0,0.0,4.0069,0.3143
186.0,27.0,0.0,4.0,1.0,147.0,0.7903,19.0,0.1022,3.0,1.0,2.0,8.0,0.043,0.0,0.0,3.0,1.0,5.8416,0.0538
55.0,46.0,0.0,3.0,1.0,42.0,0.7636,4.0,0.0727,0.0,0.0,0.0,4.0,0.0727,1.0,0.0,3.0,0.0,4.4334,0.2
32.0,24.0,0.0,3.0,1.0,27.0,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,3.9292,0.5
40.0,25.0,0.0,3.0,1.0,33.0,0.825,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,3.0,0.0,4.0398,0.325
41.0,32.0,0.0,3.0,1.0,30.0,0.7317,2.0,0.0488,0.0,0.0,0.0,4.0,0.0976,1.0,0.0,3.0,0.0,4.0739,0.1951
70.0,19.0,0.0,3.0,1.0,60.0,0.8571,0.0,0.0,0.0,0.0,0.0,3.0,0.0429,0.0,0.0,5.0,0.0,4.1798,0.1571
21.0,13.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.6897,0.2381
31.0,16.0,0.0,3.0,1.0,25.0,0.8065,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,3.0,0.0,3.9134,0.2581
65.0,32.0,0.0,3.0,2.0,54.0,0.8308,0.0,0.0,0.0,0.0,0.0,1.0,0.0154,0.0,0.0,4.0,0.0,4.1678,0.2
37.0,17.0,0.0,3.0,0.0,30.0,0.8108,0.0,0.0,0.0,0.0,0.0,1.0,0.027,0.0,0.0,4.0,0.0,4.0876,0.3514
32.0,24.0,0.0,3.0,1.0,27.0,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,3.8903,0.5
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.7493,0.36
49.0,40.0,0.0,2.0,2.0,42.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0204,1.0,0.0,3.0,0.0,4.374,0.4286
33.0,25.0,0.0,3.0,1.0,26.0,0.7879,0.0,0.0,0.0,0.0,0.0,2.0,0.0606,0.0,0.0,3.0,1.0,3.8471,0.3939
35.0,20.0,0.0,3.0,0.0,29.0,0.8286,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,4.0,0.0,4.0332,0.4571
63.0,22.0,0.0,2.0,1.0,55.0,0.873,0.0,0.0,0.0,0.0,0.0,1.0,0.0159,0.0,0.0,4.0,0.0,3.8047,0.2381
75.0,21.0,0.0,2.0,2.0,60.0,0.8,0.0,0.0,1.0,1.0,0.0,1.0,0.0133,0.0,0.0,7.0,0.0,4.4492,0.1467
88.0,24.0,0.0,3.0,0.0,59.0,0.6705,15.0,0.1705,1.0,1.0,0.0,1.0,0.0114,0.0,0.0,6.0,0.0,4.5484,0.2273
